dcontributor,dsubjecs,dtitle,Year
黄建笎,保险;图书;山东;张振棨;杨艺舫;沈能虎;电报局;财务;赈济;轮船招商局,盛宣怀致黄建笎函（78）,1890-1894
黄建笎,天津;德州府;电报;管理,盛宣怀致黄建笎函（79）,1890-1894
黄建笎,仁济和保险公司;公司;图书;开平煤矿;捐赈;财务;轮船招商局,盛宣怀致黄建笎函（37）,1890-1894
黄建笎,姚之勳;山东;德州府;电报局,盛宣怀致黄建笎函（38）,1890-1894
黄建笎,商务;澳门;电报局;税务司,盛宣怀致黄建笎函（39）,1890-1894
黄建笎,姚仰南;解款;轮船招商局;运输,盛宣怀致黄建笎函（40）,1890-1894
黄建笎,管理;财务;轮船招商局,盛宣怀致黄建笎函（41）,1890-1894
黄建笎,天津;德州府;电报,盛宣怀致黄建笎函（42）,1890-1894
黄建笎,天津;湖南;税务司;苏宝生;财务;轮船;轮船招商局;马建忠,盛宣怀致黄建笎函（43）,1890-1894
黄建笎,山东;捐赈;轮船招商局;陆仁齐,盛宣怀致黄建笎函（44）,1890-1894
黄建笎,德州府;李云农;电报;财务;轮船招商局,盛宣怀致黄建笎函（45）,1890-1894
黄建笎,中外关系;关务;李云农;税务司;财务;轮船招商局;高诚斋,盛宣怀致黄建笎函（46）,1890-1894
黄建笎,何雨生;图书;捐赈;杨廷皋;电报局,盛宣怀致黄建笎函（47）,1890-1894
黄建笎,军需;吴焕荣;广东;电报局;福建;轮船招商局,盛宣怀致黄建笎函（48）,1890-1894
黄建笎,云南;电报局;经费;财务;轮船招商局;黑龙江,盛宣怀致黄建笎函（49）,1890-1894
黄建笎,刘丹庭;图书;杨廷皋;黄慎之,盛宣怀致黄建笎函（50）,1890-1894
黄建笎,刘献翁;汇丰银行;津海关;财务,盛宣怀致黄建笎函（51）,1890-1894
黄建笎,图书;山东;杨廷皋;管理;财务;赈济;轮船招商局,盛宣怀致黄建笎函（52）,1890-1894
黄建笎,山东;怡和洋行;洋行;津海关;电报局;经费;赈济,盛宣怀致黄建笎函（53）,1890-1894
黄建笎,轮船招商局,盛宣怀致黄建笎函（54）,1890-1894
黄建笎,税收;经费;轮船招商局,盛宣怀致黄建笎函（55）,1890-1894
黄建笎,商务;山东;百善堂;赈济;轮船招商局;运费,盛宣怀致黄建笎函（56）,1890-1894
,上海;借贷;利息;德华银行,盛宣怀复德华银行函,1890-1894
王叔蕃,山东;捐赈;江苏;浙江;福州府;科举;轮船;运输;选官任官,盛宣怀致王叔蕃函,1890-1894
王叔蕃,山东;捐赈;文牍处理;福建;赈济,盛宣怀致王叔蕃函,1890-1894
王叔蕃,价格;俄国;借贷;太古洋行;汪小衡;洋行;源丰润票号;轮船;轮船招商局;运输;食品,盛宣怀致王叔蕃函,1890-1894
王叔蕃,奖赏;山东;捐赈;方祖荫,盛宣怀致王叔蕃函,1890-1894
王叔蕃,山东;捐赈;方祖荫,盛宣怀致王叔蕃函,1890-1894
王叔蕃,卞宝第;唐德熙;福建;粮食;轮船招商局;运输,盛宣怀致王叔蕃函,1890-1894
蒲海斯德,机器;洋行;瑞记洋行;设备;运输;采办;（Buchheister & Co.）瑞生洋行,盛宣怀复蒲海斯德函,1890-1894
严作霖,乐安县;人事;刘康遐;博兴县;寿光县;山东;山西;施则敬;施善昌;旱灾;水利工程;潘民表;直隶;章邱县;药品;财务;赈济;高苑县;黄河,盛宣怀致严作霖函,1890-1894
孙金彪,上海;兵饷;山东,盛宣怀致孙金彪函,1890-1894
朱爟成,天津;机器;李鸿章;泰来洋行;瑞生洋行;薛福成;裕源纱厂,盛宣怀致朱爟成函,1890-1894
朱爟成,上海;天津;怡和洋行;瑞生洋行;薛福成;裕源纱厂,盛宣怀致朱爟成函,1890-1894
朱爟成,丹科;机器;李鸿章;裕源纱厂;裘国安;陈辉庭,盛宣怀致朱爟成函,1890-1894
朱爟成,上海;丹科;机器;沈廷栋;英国;裕源纱厂;进口,盛宣怀致朱爟成函,1890-1894
朱爟成,机器;股票;薛福成;裕源纱厂,盛宣怀致朱爟成函,1890-1894
朱爟成,上海;伦敦;天津;工匠;杨宗瀚;泰来洋行;瑞生洋行;股票;薛福成;裕源纱厂,盛宣怀致朱爟成函,1890-1894
,刘秉璋;四川;山西;捐赈;汇兑;直隶;直隶筹赈局;票号;谢家福,盛宣怀上？禀,1890-1894
潘民表,严作霖;大同府;山西;朔平府;直属归绥道各厅;解款;赈济;黄思永,盛宣怀致潘民表函,1890-1894
刘启彤,和林格尔厅;大同府;归化城厅;托克托厅;朔平府;李鸿章;清水河厅;胡聘之;萨拉齐厅;解款;赈济,盛宣怀、方恭钊、季邦桢致刘启彤函,1890-1894
黄思永,人事;刘启彤;季邦桢;山西;旱灾;李鸿章;漕折;赈济,[盛宣怀]致黄思永函,1890-1894
黄思永,四川;山西;捐赈;旱灾;潘民表;褚成炜;龚照瑗,[盛宣怀]致黄思永函,1890-1894
潘民表,严作霖;丰镇厅;刘启彤;天津府;山西;广仁堂;慈善事业;解款;赈济;黄思永,[盛宣怀]致潘民表函,1890-1894
潘民表,严作霖;丰镇厅;吴叡;大同府;宁远厅;山西;捐赈;朔平府;李鸿章;江苏;药品;解款;谢家福;赈济;黄思永,盛宣怀致潘民表函,1890-1894
刘启彤,大同府;山西;朔平府;直属归绥道各厅;药品;解款;赈济,季邦桢、盛宣怀致刘启彤函,1890-1894
满德,商务;李德;枪,盛宣怀复满德函,1890-1894
杨廷杲,同文局;图书;采办,盛宣怀致杨廷杲函,1890-1894
严潆,徐秋畦;抵押;李鸿章;财务;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,三畏堂;华栈公司;太古洋行;怡和洋行;抵押;股票;财务;轮船招商局;马建忠;黄建笎;齐价合同,盛宣怀致严潆函,1890-1894
严潆,太古洋行;怡和洋行;财务;轮船招商局;运费;齐价合同,盛宣怀致严潆函,1890-1894
严潆,上海织布局;杨宝德;股票;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,三畏堂;仁济和保险公司;利息;抵押;股票;财务;轮船招商局;马建忠,盛宣怀致严潆函,1890-1894
严瀠,开平煤矿;股票;请假;轮船招商局,盛宣怀复严潆函,1890-1894
严潆,三畏堂;广仁堂;开平煤矿;杨廷皋;电报局;股票;赈济;轮船招商局;马建忠,盛宣怀致严潆函,1890-1894
严潆,汇丰银行;股票;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,房地产;李鸿章;越南;轮船招商局;香港,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;房地产;旗昌洋行;李鸿章;漕务;聂缉椝;财务;轮船招商局;运费;马立师,盛宣怀致严潆函,1890-1894
严潆,外交;朝鲜;财务;轮船招商局;陈猷,盛宣怀致严潆函,1890-1894
严潆,三畏堂;仁济和保险公司;张鸿禄;水脚;汇丰银行;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;财务;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,上海织布局;仁济和保险公司;股票;财务;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,利息;开平煤矿;股票;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;怡和洋行;有利银行;杨廷皋;股票;轮船招商局;陈猷,盛宣怀致严潆函,1890-1894
严潆,叶成忠;存款;有利银行;法兰西银行;财务;轮船招商局;麦加利银行,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;股票;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;利息;杨廷皋;股票,盛宣怀致严潆函,1890-1894
严潆,叶成忠;股票;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;张禄如;有利银行;法兰西银行;股票;轮船招商局;麦加利银行,盛宣怀致严潆函,1890-1894
严潆,杨鹄记;汇丰银行;轮船招商局;运费;陈文炳,盛宣怀致严潆函,1890-1894
严潆,严声初;谋职;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;叶成忠;财务;轮船招商局;郑蘭畦,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;水脚;汇丰银行;法兰西银行;漕务;轮船招商局;钱庄,盛宣怀致严潆函,1890-1894
严潆,叶秉良;汉口;轮船招商局;陆良澄,盛宣怀致严潆函,1890-1894
严潆,东海关;仁济和保险公司;存款;汇丰银行;法兰西银行;麦加利银行,盛宣怀致严潆函,1890-1894
严潆,唐德熙;财务;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,李鸿章;河工;码头;股票;轮船招商局;香港,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;太古洋行;富顺轮;水脚;海事;诚敬信银号;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,太古洋行;建筑;汕头;码头;轮船招商局,盛宣怀致严潆函,1890-1894
盛宣怀,仁济和保险公司;保险;富顺轮;财务;轮船招商局;运费,盛宣怀致盛宣怀函,1890-1894
严潆,仁济和保险公司;借贷;利息;富顺轮;案件诉讼;股票;轮船招商局;银行;陈猷,盛宣怀致严潆函,1890-1894
严潆,湖北;湖南;漕务;轮船招商局;运费;黄建笎,盛宣怀致严潆函,1890-1894
严潆,汇丰银行;财务;轮船招商局;陈猷,盛宣怀致严潆函,1890-1894
严潆,杨廷皋;汇丰银行;财务;轮船招商局;运费;郑国瑾,盛宣怀致严潆函,1890-1894
严潆,借贷;利息;朝鲜;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,沈能虎;湖北;漕务;花红;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,借贷;商务;汕头;财务;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,借贷;朝鲜;汇丰银行;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,廖芝珊;汕头;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,人事;保险;唐廷枢;唐德熙;商务;富顺轮;李鸿章;水脚;沈能虎;管理;财务;轮船招商局;郑观应;马建忠,盛宣怀致严潆函,1890-1894
严潆,朱翼甫;汕头;股票;财务;轮船招商局;香港,盛宣怀致严潆函,1890-1894
严潆,怡和洋行;水脚;花红;薪俸;轮船招商局;陈猷,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;存款;汇丰银行;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,天津;开平煤矿;张翼;煤;轮船招商局;运费;采办;黄建笎,盛宣怀致严潆函,1890-1894
严潆,人事;唐德熙;太古洋行;码头;财务;轮船招商局;运费;郑观应;齐价合同,盛宣怀致严潆函,1890-1894
严潆,人事;借贷;利息;开平煤矿;张翼;李经方;李鸿章;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,廖紫珊;林品川;诚敬信银号;财务;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,利息;华栈公司;叶成忠;薪俸;轮船招商局;马建忠,盛宣怀致严潆函,1890-1894
严潆,三畏堂;保险;抵押;杨廷皋;股票;赈济;轮船招商局;陈猷,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;股票;薪俸;财务;轮船招商局,盛宣怀致严潆函,1890-1894
陈安生,家庭事务;常州;财务,盛宣怀致陈安生函,1890-1894
[李福全];张肇伦;陈安生,军械;唐德熙;汉口;轮船招商局;运费;运输,盛宣怀致[李福全]、陈安生、张肇伦函,1890-1894
张肇伦,借贷;密尔登;码头;财务;轮船招商局;麦加利银行,盛宣怀致张肇伦函,1890-1894
严潆,借贷;利息;李经方;湖北;漕运;股票;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,张振棨;德华银行;沈能虎;湖北;漕务;赈济;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;张鸿禄;财务;轮船招商局,盛宣怀致严潆函,1890-1894
张鸿禄,严潆;仁济和保险公司;天津;股票;轮船招商局,盛宣怀致张鸿禄函,1890-1894
严潆,仁济和保险公司;沈能虎;湖北;漕务;赈济;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;汇丰银行;法兰西银行;轮船招商局;麦加利银行,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;利息;股票;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,天津;山西;汇兑;谢家福;赈济;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,德华银行;汇兑;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;湖北;财务;轮船招商局;陈佛生,盛宣怀致严潆函,1890-1894
严潆,借贷;沈能虎;花红;财务;轮船招商局;马建忠,盛宣怀致严潆函,1890-1894
严潆,汇丰银行;汇兑;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,股票;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,德华银行;机器;江苏;沈能虎;湖北;漕务;轮船招商局;郑官应;采办,盛宣怀致严潆函,1890-1894
严潆,管理;财务;轮船招商局;陈安生,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;外币;汇兑;股票;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,人事;公务;厦门;汕头;轮船招商局;香港;黄德敏,盛宣怀致严潆函,1890-1894
严潆,水脚;漕务;股息;股票;财务;轮船招商局;运费,盛宣怀致严潆函,1890-1894
严潆,厦门;廖紫珊;轮船招商局;运费;黄建笎,盛宣怀致严潆函,1890-1894
严潆,房屋;汇兑;源丰润票号;租借;轮船招商局;陈猷,盛宣怀致严潆函,1890-1894
严潆,房屋;旗昌洋行;汇丰银行;沈能虎;源丰润票号;赔款;轮船招商局;采办;陈猷,盛宣怀致严潆函,1890-1894
严潆,保险;汇丰银行;汇兑;源丰润票号;物价;赔款;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;保险;借贷;利息;开平煤矿;股票;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,德华银行;汇兑;蔚霞;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,杨廷皋;杨敬德;财务;轮船招商局;运费;道契,盛宣怀致严潆函,1890-1894
严潆,存款;汇丰银行;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,叶秉良;财务;轮船招商局,盛宣怀致严潆函（32）,1890-1894
严潆,汇丰银行;财务;轮船招商局;陈猷,盛宣怀致严潆函,1890-1894
严潆,股票;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;法兰西银行;财务;轮船招商局;麦加利银行,盛宣怀致严潆函,1890-1894
严潆,仁济和保险公司;借贷;财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,财务;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,汇丰银行;谢家福;赈济;轮船招商局,盛宣怀致严潆函,1890-1894
严潆,水脚;汇丰银行;汇兑;财务;轮船招商局,盛宣怀致严潆函,1890-1894
沈能虎,谋职;轮船招商局;陈佛生;陈绮卿,盛宣怀致沈能虎函,1890-1894
沈能虎,关税;厦门;商帮;太古洋行;水脚;汕头;潮帮;米;轮船招商局;郑官应;陈蔼亭;香港,盛宣怀致沈能虎函,1890-1894
沈能虎,唐德熙;津海关;米;轮船招商局;运输,盛宣怀致沈能虎函,1890-1894
沈能虎,天津;太古洋行;怡和洋行;漕务;轮船招商局;郑官应,盛宣怀致沈能虎函,1890-1894
沈能虎,水脚;江苏;漕务;灾害;赈济;轮船招商局,盛宣怀致沈能虎函,1890-1894
沈能虎,上海;富顺轮;案件诉讼;海事;花红;轮船招商局,盛宣怀致沈能虎函,1890-1894
沈能虎,富顺轮;案件诉讼;海事;许承之;谋职;轮船招商局,盛宣怀致沈能虎函,1890-1894
沈能虎,湖北;湖南;漕务;轮船招商局,盛宣怀致沈能虎函,1890-1894
沈能虎,天津;轮船招商局;运输;麦,盛宣怀致沈能虎函,1890-1894
沈能虎,东海关;唐德照;李鸿章;汇丰银行;汕头;江南制造局;船只;蔚霞;轮船招商局;陈猷,盛宣怀致沈能虎函,1890-1894
沈能虎,商务;水脚;轮船招商局;运输,盛宣怀致沈能虎函,1890-1894
沈能虎,湖北;漕务;盛春颐;财务;轮船招商局,盛宣怀致沈能虎函,1890-1894
沈能虎,外籍工师;富顺轮;案件审判;蔚霞;轮船招商局,盛宣怀致沈能虎函,1890-1894
马建忠,仁济和保险公司;叶成忠;同文书局;开平煤矿;张之洞;徐子静;怡和洋行;抵押;汇丰银行;法兰西银行;湖北;湖北煤铁公司;漕务;白乃富;米;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,兰打斯得;唐德熙;太古洋行;安得禄;怡和洋行;新裕轮;曾国荃;李鸿章;水脚;聂缉椝;船只;轮船招商局;陈敬亭;龚照瑗,盛宣怀致马建忠函,1890-1894
马建忠,出口;曾国荃;税务;米;芜湖;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,外籍工师;白乃富;薪俸;财务;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,湖北;漕务;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,白乃富;薪俸;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,出口;制造;外国商人;曾国荃;机器;李鸿章;江海关;电报局;码头;米;轮船招商局;鸦片;齐价合同,盛宣怀致马建忠函,1890-1894
马建忠,严潆;安德禄;山东;曾国荃;码头;税务;蔚霞;薪俸;财务;轮船招商局;运费;龚照瑗,盛宣怀致马建忠函,1890-1894
马建忠,仁济和保险公司;商帮;天津;太古洋行;布;怡和洋行;李鸿章;码头;租借;米;赈济;轮船招商局;运输,盛宣怀致马建忠函,1890-1894
马建忠,仁济和保险公司;商务;太古洋行;广东;怡和洋行;户部;拱北轮;李鸿章;米;芜湖县;轮船招商局;运费;齐价合同,盛宣怀致马建忠函,1890-1894
马建忠,张振棨;江苏;浙江;海运局;湖北;漕务;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,太古洋行;布;李鸿章;码头;禅臣洋行;轮船招商局;运费;齐价合同,盛宣怀致马建忠函,1890-1894
马建忠,张振棨;朱其莼;江苏;浙江;湖北;漕务;物价;米;赈济;轮船招商局;采办,盛宣怀致马建忠函,1890-1894
马建忠,人事;兰打士得;徐润;房地产;新裕轮;晏得禄;磅价;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,天津;恽祖翼;朱其莼;漕务;盛春颐;米;胡云翁;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,严潆;太古洋行;密尔登;德璀琳;怡和洋行;恽祖翼;李鸿章;水脚;汇丰银行;沈能虎;码头;磅价;苏宝生;董仁伯;赈济;轮船招商局;运输;铁路;齐价合同,盛宣怀致马建忠函,1890-1894
马建忠,太古洋行;怡和洋行;李鸿章;股票;财务;轮船招商局;运费;齐价合同,盛宣怀致马建忠函,1890-1894
马建忠, 财务;华栈公司;叶成忠;张振棨;湖北;码头;轮船招商局,盛宣怀致马建忠函,1890-1894
马建忠,太古洋行;怡和洋行;李鸿章;水脚;蔚霞;轮船招商局;齐价合同,盛宣怀致马建忠函,1890-1894
马建忠,制造;华工;履载尔;总理衙门;新加雷多尼;章程;船只;蔚霞;轮船招商局;运费,盛宣怀致马建忠函,1890-1894
马建忠,崔国英;房地产;抵押;旗昌洋行;汇丰银行;漕务;码头;轮船招商局;齐价合同,盛宣怀致马建忠函,1890-1894
